DLiP-ID	DLiP-Mol-ID	Vendor-ID	Standard Inchi(RDKit)	Standard Inchi Key(RDKit)	Canonical SMILES(RDKit)	SMILES(SDF)	MW(SDF)	MW(RDKit)	MW Monoisotopic(RDKit)	MolLogP(RDKit)	XLogP(SDF)	XLogP(CDK)	ALogP(SDF)	Num H Acceptors(SDF)	nHAcceptors(SDF)	HBA(RDKit)	HBA Lipinski(RDKit)	Num H Donors(SDF)	nHDonors(SDF)	HBD(RDKit)	HBD Lipinski(RDKit)	PSA(SDF)	PSA(RDKit)	RO3 Pass	Num RO5 Violations	Num Lipinski RO5 Violations	nBonds(SDF)	nRigidBonds(SDF)	nRotatableBonds(SDF)	nRotatableBonds(RDKit)	nRings(SDF)	nRings(RDKit)	Aromatic Rings(RDKit)	nAtoms(SDF)	Heavy Atoms(RDKit)	QED Weighted(RDKit)	Molecular Formula(SDF)	PPI Type(SDF)	PDB ID(SDF)	Receptor Chain(SDF)	Protein Name Receptor(SDF)	Peptide Chain(SDF)	Protein Name Peptide(SDF)	ELM ID(SDF)	Motif Sequence(SDF)	Physical Form Apperance(SDF)	Quantity of Sample mg(SDF)	Box Num(SDF)	Box Position(SDF)	fCsp3(SDF)	nCarbons(SDF)	nHetAtoms(SDF)	nHalide(SDF)	Year(SDF)	error
J0002A	26767		InChI=1S/C25H32F3N3OS/c1-3-7-19(2)30-16-14-22(15-17-30)31(18-20-8-5-4-6-9-20)24(32)29-21-10-12-23(13-11-21)33-25(26,27)28/h4-6,8-13,19,22H,3,7,14-18H2,1-2H3,(H,29,32)	UNURZNYURKIJMF-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(SC(F)(F)F)cc2)CC1		None	479.612	479.221818304	6.98560000000001	None	6.718	None	None	None	3	4	None	None	1	1	None	35.58		1	1	None	None	None	8	None	3	2	None	33	0.414775444153749											None			None	None	None	None		
J0002B	26768		InChI=1S/C25H34N4O3/c1-4-8-20(3)27-15-13-23(14-16-27)28(18-21-9-6-5-7-10-21)25(30)26-22-12-11-19(2)24(17-22)29(31)32/h5-7,9-12,17,20,23H,4,8,13-16,18H2,1-3H3,(H,26,30)	JYIOMQPEOQQZFX-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(C)c([N+](=O)[O-])c2)CC1		None	438.572	438.263090948	5.59032000000001	None	5.092	None	None	None	4	7	None	None	1	1	None	78.72		1	1	None	None	None	8	None	3	2	None	32	0.430336777907942											None			None	None	None	None		
J0002C	26769		InChI=1S/C30H45N3O/c1-4-6-7-9-13-26-16-18-28(19-17-26)31-30(34)33(24-27-14-10-8-11-15-27)29-20-22-32(23-21-29)25(3)12-5-2/h8,10-11,14-19,25,29H,4-7,9,12-13,20-24H2,1-3H3,(H,31,34)	HKGLFAPWARHLGG-UHFFFAOYSA-N	CCCCCCc1ccc(NC(=O)N(Cc2ccccc2)C2CCN(C(C)CCC)CC2)cc1		None	463.71	463.35626306	7.49650000000001	None	8.151	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	12	None	3	2	None	34	0.330837774984254											None			None	None	None	None		
J0002D	26770		InChI=1S/C24H30Cl2FN3O/c1-3-7-17(2)29-14-12-19(13-15-29)30(16-18-8-5-4-6-9-18)24(31)28-21-11-10-20(25)22(26)23(21)27/h4-6,8-11,17,19H,3,7,12-16H2,1-2H3,(H,28,31)	GDIUBAMODJQFEO-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)c(Cl)c2F)CC1		None	466.428	465.17499616	6.81960000000001	None	6.379	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	31	0.454769339583413											None			None	None	None	None		
J0002E	26771		InChI=1S/C25H34FN3O/c1-4-8-20(3)28-15-13-23(14-16-28)29(18-21-9-6-5-7-10-21)25(30)27-22-12-11-19(2)24(26)17-22/h5-7,9-12,17,20,23H,4,8,13-16,18H2,1-3H3,(H,27,30)	MNSHFNBABLGNIT-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(C)c(F)c2)CC1		None	411.565	411.268590928	5.82122000000001	None	5.361	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	30	0.622913791020848											None			None	None	None	None		
J0002F	26772		InChI=1S/C25H35N3OS/c1-4-9-20(2)27-16-14-23(15-17-27)28(19-21-10-6-5-7-11-21)25(29)26-22-12-8-13-24(18-22)30-3/h5-8,10-13,18,20,23H,4,9,14-17,19H2,1-3H3,(H,26,29)	MDSPRMHLSJBHEV-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(SC)c2)CC1		None	425.642	425.25008374	6.09560000000001	None	5.716	None	None	None	3	4	None	None	1	1	None	35.58		1	1	None	None	None	8	None	3	2	None	30	0.519453113376326											None			None	None	None	None		
J00030	26793		InChI=1S/C27H39N3O/c1-5-9-22(4)29-18-16-26(17-19-29)30(20-23-10-7-6-8-11-23)27(31)28-25-14-12-24(13-15-25)21(2)3/h6-8,10-15,21-22,26H,5,9,16-20H2,1-4H3,(H,28,31)	JGOTYFCURQUEFN-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(C(C)C)cc2)CC1		None	421.629	421.309312868	6.49710000000001	None	6.379	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	8	None	3	2	None	31	0.528106067832874											None			None	None	None	None		
J00031	26794		InChI=1S/C27H39N3O/c1-4-9-22(3)29-19-17-26(18-20-29)30(21-24-11-7-6-8-12-24)27(31)28-25-15-13-23(10-5-2)14-16-25/h6-8,11-16,22,26H,4-5,9-10,17-21H2,1-3H3,(H,28,31)	NDKALSJRIQECQW-UHFFFAOYSA-N	CCCc1ccc(NC(=O)N(Cc2ccccc2)C2CCN(C(C)CCC)CC2)cc1		None	421.629	421.309312868	6.32620000000001	None	6.444	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	9	None	3	2	None	31	0.513641399487841											None			None	None	None	None		
J00032	26796		InChI=1S/C31H36F3N3O2/c1-3-10-23(2)36-19-17-26(18-20-36)37(22-24-11-6-4-7-12-24)30(38)35-25-15-16-29(28(21-25)31(32,33)34)39-27-13-8-5-9-14-27/h4-9,11-16,21,23,26H,3,10,17-20,22H2,1-2H3,(H,35,38)	BOSIVOGOHXWTJG-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Oc3ccccc3)c(C(F)(F)F)c2)CC1		None	539.642	539.275962052	8.18480000000001	None	7.38	None	None	None	3	5	None	None	1	1	None	44.81		2	2	None	None	None	9	None	4	3	None	39	0.298215145232343											None			None	None	None	None		
J00033	26797		InChI=1S/C24H30Cl2FN3O/c1-3-7-17(2)29-12-10-19(11-13-29)30(16-18-8-5-4-6-9-18)24(31)28-23-15-21(26)20(25)14-22(23)27/h4-6,8-9,14-15,17,19H,3,7,10-13,16H2,1-2H3,(H,28,31)	NSHTYUAHTYKASE-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cc(Cl)c(Cl)cc2F)CC1		None	466.428	465.17499616	6.81960000000001	None	6.379	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	31	0.454769339583413											None			None	None	None	None		
J00034	26799		InChI=1S/C24H31F2N3O/c1-3-7-18(2)28-14-12-21(13-15-28)29(17-19-8-5-4-6-9-19)24(30)27-20-10-11-22(25)23(26)16-20/h4-6,8-11,16,18,21H,3,7,12-15,17H2,1-2H3,(H,27,30)	KFGVTSJDQVXIPB-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(F)c(F)c2)CC1		None	415.528	415.243519052	5.65190000000001	None	5.296	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	30	0.634068121139637											None			None	None	None	None		
J00035	26800		InChI=1S/C24H31ClFN3O/c1-3-7-18(2)28-14-12-21(13-15-28)29(17-19-8-5-4-6-9-19)24(30)27-20-10-11-23(26)22(25)16-20/h4-6,8-11,16,18,21H,3,7,12-15,17H2,1-2H3,(H,27,30)	HAXAOWJSOUWVQK-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(F)c(Cl)c2)CC1		None	431.983	431.213968512	6.16620000000001	None	5.757	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	30	0.568821219813908											None			None	None	None	None		
J00036	26802		InChI=1S/C25H35N3O/c1-4-9-21(3)27-16-14-24(15-17-27)28(19-22-11-6-5-7-12-22)25(29)26-23-13-8-10-20(2)18-23/h5-8,10-13,18,21,24H,4,9,14-17,19H2,1-3H3,(H,26,29)	QXKJPIQZEYYCKA-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C)c2)CC1		None	393.575	393.27801274	5.68212000000001	None	5.411	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	29	0.656518559437889											None			None	None	None	None		
J00037	26803		InChI=1S/C24H30F3N3O/c1-3-7-17(2)29-12-10-20(11-13-29)30(16-18-8-5-4-6-9-18)24(31)28-19-14-21(25)23(27)22(26)15-19/h4-6,8-9,14-15,17,20H,3,7,10-13,16H2,1-2H3,(H,28,31)	QEBDNBFCJBJTKR-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)c(F)c(F)c2)CC1		None	433.518	433.23409724	5.79100000000001	None	5.457	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	31	0.561115307966525											None			None	None	None	None		
J00038	26805		InChI=1S/C25H33N3O3/c1-3-7-19(2)27-14-12-22(13-15-27)28(17-20-8-5-4-6-9-20)25(29)26-21-10-11-23-24(16-21)31-18-30-23/h4-6,8-11,16,19,22H,3,7,12-15,17-18H2,1-2H3,(H,26,29)	FNLHOPZUOLWLFS-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc3c(c2)OCO3)CC1		None	423.557	423.252191916	5.1024	None	4.463	None	None	None	4	6	None	None	1	1	None	54.04		1	1	None	None	None	7	None	4	2	None	31	0.672975194466533											None			None	None	None	None		
J00039	26806		InChI=1S/C25H31F4N3O/c1-3-18(2)16-31-11-9-23(10-12-31)32(17-19-7-5-4-6-8-19)24(33)30-22-14-20(25(27,28)29)13-21(26)15-22/h4-8,13-15,18,23H,3,9-12,16-17H2,1-2H3,(H,30,33)	ULMFOUKIMGRBEW-UHFFFAOYSA-N	CCC(C)CN1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1		None	465.535	465.240325492	6.38910000000001	None	5.897	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	33	0.481204948151866											None			None	None	None	None		
J0003A	26808		InChI=1S/C23H29ClFN3O/c1-2-3-13-27-14-11-20(12-15-27)28(17-18-7-5-4-6-8-18)23(29)26-19-9-10-22(25)21(24)16-19/h4-10,16,20H,2-3,11-15,17H2,1H3,(H,26,29)	GOBMOKARRFVQQW-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(F)c(Cl)c2)CC1		None	417.956	417.198318448	5.77770000000001	None	5.297	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	29	0.61951304867472											None			None	None	None	None		
J0003B	26809		InChI=1S/C25H31F4N3O/c1-17(2)18(3)31-11-9-23(10-12-31)32(16-19-7-5-4-6-8-19)24(33)30-22-14-20(25(27,28)29)13-21(26)15-22/h4-8,13-15,17-18,23H,9-12,16H2,1-3H3,(H,30,33)	QMZZXXDZYXPGGX-UHFFFAOYSA-N	CC(C)C(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1		None	465.535	465.240325492	6.38750000000001	None	5.788	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	3	2	None	33	0.502158186548804											None			None	None	None	None		
J0003C	26811		InChI=1S/C29H27F4N3O/c1-2-22-10-6-7-11-23(22)20-35-14-12-27(13-15-35)36(19-21-8-4-3-5-9-21)28(37)34-26-17-24(29(31,32)33)16-25(30)18-26/h1,3-11,16-18,27H,12-15,19-20H2,(H,34,37)	XNAZASGRPGUKDP-UHFFFAOYSA-N	C#Cc1ccccc1CN1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1		None	509.547	509.209025364	6.52450000000001	None	6.458	None	None	None	2	4	None	None	1	1	None	35.58		2	2	None	None	None	6	None	4	3	None	37	0.303226209130134											None			None	None	None	None		
J0003D	26812		InChI=1S/C24H31ClFN3O/c1-3-7-18(2)28-14-12-21(13-15-28)29(17-19-8-5-4-6-9-19)24(30)27-23-11-10-20(25)16-22(23)26/h4-6,8-11,16,18,21H,3,7,12-15,17H2,1-2H3,(H,27,30)	SXFNBCYOQFOALN-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)cc2F)CC1		None	431.983	431.213968512	6.16620000000001	None	5.757	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	30	0.568821219813909											None			None	None	None	None		
J0003E	26814		InChI=1S/C31H39N3O2/c1-3-11-25(2)33-20-18-29(19-21-33)34(23-26-12-6-4-7-13-26)31(35)32-28-16-10-17-30(22-28)36-24-27-14-8-5-9-15-27/h4-10,12-17,22,25,29H,3,11,18-21,23-24H2,1-2H3,(H,32,35)	VOAKCRZMDYDZGD-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(OCc3ccccc3)c2)CC1		None	485.672	485.304227488	6.95270000000001	None	6.599	None	None	None	3	5	None	None	1	1	None	44.81		1	1	None	None	None	10	None	4	3	None	36	0.337810924411907											None			None	None	None	None		
J0003F	26815		InChI=1S/C24H33N3O/c1-3-4-15-26-16-13-23(14-17-26)27(19-21-10-6-5-7-11-21)24(28)25-22-12-8-9-20(2)18-22/h5-12,18,23H,3-4,13-17,19H2,1-2H3,(H,25,28)	KUDNERVUESMHKM-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C)c2)CC1		None	379.548	379.262362676	5.29362000000001	None	4.951	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	28	0.709001589755629											None			None	None	None	None		
J00040	26847		InChI=1S/C30H37N3O/c1-3-11-24(2)32-20-18-29(19-21-32)33(23-25-12-6-4-7-13-25)30(34)31-28-17-10-16-27(22-28)26-14-8-5-9-15-26/h4-10,12-17,22,24,29H,3,11,18-21,23H2,1-2H3,(H,31,34)	VTEUCEIOLNOSCX-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(-c3ccccc3)c2)CC1		None	455.646	455.293662804	7.04070000000001	None	6.914	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	8	None	4	3	None	34	0.395268371131031											None			None	None	None	None		
J00041	26848		InChI=1S/C25H31F3N4O3/c1-3-7-18(2)30-14-12-21(13-15-30)31(17-19-8-5-4-6-9-19)24(33)29-20-10-11-23(32(34)35)22(16-20)25(26,27)28/h4-6,8-11,16,18,21H,3,7,12-15,17H2,1-2H3,(H,29,33)	VDPJQDCDBSLRFJ-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)CC1		None	492.542	492.234825512	6.30070000000001	None	5.791	None	None	None	4	7	None	None	1	1	None	78.72		1	1	None	None	None	8	None	3	2	None	35	0.346462248006705											None			None	None	None	None		
J00042	26850		InChI=1S/C25H35N3O2/c1-4-9-20(2)27-16-14-23(15-17-27)28(19-21-10-6-5-7-11-21)25(29)26-22-12-8-13-24(18-22)30-3/h5-8,10-13,18,20,23H,4,9,14-17,19H2,1-3H3,(H,26,29)	YEIPKUQXPXCUTG-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(OC)c2)CC1		None	409.574	409.27292736	5.38230000000001	None	4.889	None	None	None	3	5	None	None	1	1	None	44.81		1	1	None	None	None	8	None	3	2	None	30	0.636346766832077											None			None	None	None	None		
J00043	26851		InChI=1S/C29H31F4N3O/c30-25-18-24(29(31,32)33)19-26(20-25)34-28(37)36(21-23-10-5-2-6-11-23)27-13-16-35(17-14-27)15-7-12-22-8-3-1-4-9-22/h1-6,8-11,18-20,27H,7,12-17,21H2,(H,34,37)	SGRGIGCFXOKTSI-UHFFFAOYSA-N	O=C(Nc1cc(F)cc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CCCc2ccccc2)CC1		None	513.579	513.240325492	6.97580000000001	None	6.476	None	None	None	2	4	None	None	1	1	None	35.58		2	2	None	None	None	8	None	4	3	None	37	0.330156790731769											None			None	None	None	None		
J00044	26853		InChI=1S/C23H30FN3O/c1-2-3-14-26-15-12-22(13-16-26)27(18-19-8-5-4-6-9-19)23(28)25-21-11-7-10-20(24)17-21/h4-11,17,22H,2-3,12-16,18H2,1H3,(H,25,28)	OMYSUIQTWDEWGG-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(F)c2)CC1		None	383.511	383.2372908	5.12430000000001	None	4.675	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	28	0.719842568749654											None			None	None	None	None		
J00045	26854		InChI=1S/C25H34ClN3O2/c1-4-8-19(2)28-15-13-22(14-16-28)29(18-20-9-6-5-7-10-20)25(30)27-21-11-12-24(31-3)23(26)17-21/h5-7,9-12,17,19,22H,4,8,13-16,18H2,1-3H3,(H,27,30)	AZBVTCBHIHKZRS-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(OC)c(Cl)c2)CC1		None	444.019	443.233955008	6.03570000000001	None	5.511	None	None	None	3	5	None	None	1	1	None	44.81		1	1	None	None	None	8	None	3	2	None	31	0.540808057773526											None			None	None	None	None		
J00046	26856		InChI=1S/C27H34N4O/c1-3-9-21(2)30-18-15-24(16-19-30)31(20-22-10-5-4-6-11-22)27(32)29-25-14-7-12-23-13-8-17-28-26(23)25/h4-8,10-14,17,21,24H,3,9,15-16,18-20H2,1-2H3,(H,29,32)	SFJWDBVRMRQSQC-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc3cccnc23)CC1		None	430.596	430.273261708	5.92190000000001	None	5.077	None	None	None	3	5	None	None	1	1	None	48.47		1	1	None	None	None	7	None	4	3	None	32	0.505919832584713											None			None	None	None	None		
J00047	26857		InChI=1S/C27H39N3O2/c1-5-10-22(4)29-17-15-25(16-18-29)30(20-23-11-7-6-8-12-23)27(31)28-24-13-9-14-26(19-24)32-21(2)3/h6-9,11-14,19,21-22,25H,5,10,15-18,20H2,1-4H3,(H,28,31)	DPUBKCJHAJPHPB-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(OC(C)C)c2)CC1		None	437.628	437.304227488	6.16090000000001	None	5.772	None	None	None	3	5	None	None	1	1	None	44.81		1	1	None	None	None	9	None	3	2	None	32	0.510804810362142											None			None	None	None	None		
J00048	26859		InChI=1S/C28H41N3O/c1-6-11-22(2)30-18-16-26(17-19-30)31(21-23-12-8-7-9-13-23)27(32)29-25-15-10-14-24(20-25)28(3,4)5/h7-10,12-15,20,22,26H,6,11,16-19,21H2,1-5H3,(H,29,32)	UJIXFDVQTKSKRW-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(C)(C)C)c2)CC1		None	435.656	435.324962932	6.67120000000001	None	6.791	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	32	0.526930055953929											None			None	None	None	None		
J00049	26860		InChI=1S/C25H31ClN4O/c1-3-7-19(2)29-14-12-23(13-15-29)30(18-20-8-5-4-6-9-20)25(31)28-24-11-10-22(26)16-21(24)17-27/h4-6,8-11,16,19,23H,3,7,12-15,18H2,1-2H3,(H,28,31)	OCMULGRNWPLPJD-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)cc2C#N)CC1		None	439.003	438.218639292	5.89878000000001	None	5.319	None	None	None	3	5	None	None	1	1	None	59.37		1	1	None	None	None	7	None	3	2	None	31	0.585023655532974											None			None	None	None	None		
J0004A	26862		InChI=1S/C24H30N4O/c1-2-3-14-27-15-12-23(13-16-27)28(19-20-8-5-4-6-9-20)24(29)26-22-11-7-10-21(17-22)18-25/h4-11,17,23H,2-3,12-16,19H2,1H3,(H,26,29)	JSYDXBRADWMZDW-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C#N)c2)CC1		None	390.531	390.24196158	4.85688	None	4.237	None	None	None	3	5	None	None	1	1	None	59.37		0	0	None	None	None	7	None	3	2	None	29	0.734582692938444											None			None	None	None	None		
J0004B	26863		InChI=1S/C23H29F2N3O/c1-2-3-11-27-12-9-22(10-13-27)28(17-18-7-5-4-6-8-18)23(29)26-21-15-19(24)14-20(25)16-21/h4-8,14-16,22H,2-3,9-13,17H2,1H3,(H,26,29)	ZIPLARAAYQQKNP-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(F)c2)CC1		None	401.501	401.227868988	5.26340000000001	None	4.836	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	29	0.686591645784549											None			None	None	None	None		
J0004C	26865		InChI=1S/C29H29F4N3O/c30-25-18-24(29(31,32)33)19-26(20-25)34-28(37)36(21-23-10-5-2-6-11-23)27-13-16-35(17-14-27)15-7-12-22-8-3-1-4-9-22/h1-12,18-20,27H,13-17,21H2,(H,34,37)/b12-7+	UJIQEYVAXSAYTJ-KPKJPENVSA-N	O=C(Nc1cc(F)cc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(C/C=C/c2ccccc2)CC1		None	511.563	511.224675428	7.05640000000001	None	6.562	None	None	None	2	4	None	None	1	1	None	35.58		2	2	None	None	None	7	None	4	3	None	37	0.344992936576789											None			None	None	None	None		
J0004D	26866		InChI=1S/C25H29F4N3O2/c26-21-12-20(25(27,28)29)13-22(14-21)30-24(33)32(16-18-4-2-1-3-5-18)23-6-9-31(10-7-23)15-19-8-11-34-17-19/h1-5,12-14,19,23H,6-11,15-17H2,(H,30,33)	XFHZWPUFIJHALD-UHFFFAOYSA-N	O=C(Nc1cc(F)cc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CC2CCOC2)CC1		None	479.518	479.219590048	5.37950000000001	None	4.44	None	None	None	3	5	None	None	1	1	None	44.81		1	1	None	None	None	6	None	4	2	None	34	0.566208671224173											None			None	None	None	None		
J0004E	26868		InChI=1S/C27H28F4N4O/c1-19(25-9-5-6-12-32-25)34-13-10-24(11-14-34)35(18-20-7-3-2-4-8-20)26(36)33-23-16-21(27(29,30)31)15-22(28)17-23/h2-9,12,15-17,19,24H,10-11,13-14,18H2,1H3,(H,33,36)	SOQADTZSCAPXDX-UHFFFAOYSA-N	CC(c1ccccn1)N1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1		None	500.54	500.219924396	6.49920000000001	None	5.323	None	None	None	3	5	None	None	1	1	None	48.47		2	2	None	None	None	6	None	4	3	None	36	0.393312043460429											None			None	None	None	None		
J0004F	26869		InChI=1S/C28H29F4N3O/c1-20(22-10-6-3-7-11-22)34-14-12-26(13-15-34)35(19-21-8-4-2-5-9-21)27(36)33-25-17-23(28(30,31)32)16-24(29)18-25/h2-11,16-18,20,26H,12-15,19H2,1H3,(H,33,36)	KNVOHGDAWFHLFV-UHFFFAOYSA-N	CC(c1ccccc1)N1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1		None	499.552	499.224675428	7.10420000000001	None	6.486	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	4	3	None	36	0.367228244951597											None			None	None	None	None		
J00050	26894		InChI=1S/C22H31N3OS/c1-3-4-14-24-15-12-20(13-16-24)25(17-19-8-6-5-7-9-19)22(26)23-21-11-10-18(2)27-21/h5-11,20H,3-4,12-17H2,1-2H3,(H,23,26)	JCUQWJPSLOFDLZ-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(C)s2)CC1		None	385.577	385.218783612	5.35512000000001	None	3.794	None	None	None	3	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	27	0.696711121905306											None			None	None	None	None		
J00051	26895		InChI=1S/C23H29F3N4O/c1-2-3-11-29-12-9-21(10-13-29)30(17-18-7-5-4-6-8-18)22(31)28-20-14-19(15-27-16-20)23(24,25)26/h4-8,14-16,21H,2-3,9-13,17H2,1H3,(H,28,31)	CLQBKVZRHWAIKX-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cncc(C(F)(F)F)c2)CC1		None	434.506	434.229346208	5.39900000000001	None	4.187	None	None	None	3	5	None	None	1	1	None	48.47		1	1	None	None	None	7	None	3	2	None	31	0.634900230945105											None			None	None	None	None		
J00052	26896		InChI=1S/C28H38F3N3O/c1-6-7-16-34-26(2,3)18-24(19-27(34,4)5)33(20-21-12-9-8-10-13-21)25(35)32-23-15-11-14-22(17-23)28(29,30)31/h8-15,17,24H,6-7,16,18-20H2,1-5H3,(H,32,35)	DUJKXEWHBRSIKY-UHFFFAOYSA-N	CCCCN1C(C)(C)CC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1(C)C		None	489.626	489.296697496	7.56120000000001	None	7.193	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	35	0.435528635776302											None			None	None	None	None		
J00053	26897		InChI=1S/C26H34ClN3O3/c1-4-8-19(2)29-15-13-22(14-16-29)30(18-20-9-6-5-7-10-20)26(32)28-24-12-11-21(17-23(24)27)25(31)33-3/h5-7,9-12,17,19,22H,4,8,13-16,18H2,1-3H3,(H,28,32)	HXBQZVAQPBWRDG-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(C(=O)OC)cc2Cl)CC1		None	472.029	471.228869628	5.81370000000001	None	5.532	None	None	None	4	6	None	None	1	1	None	61.88		1	1	None	None	None	8	None	3	2	None	33	0.493001332297219											None			None	None	None	None		
J00054	26898		InChI=1S/C25H32F3N3O2/c1-3-9-19(2)30-16-14-21(15-17-30)31(18-20-10-5-4-6-11-20)24(32)29-22-12-7-8-13-23(22)33-25(26,27)28/h4-8,10-13,19,21H,3,9,14-18H2,1-2H3,(H,29,32)	CAFMHDCLDJRQCQ-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccccc2OC(F)(F)F)CC1		None	463.544	463.244661924	6.27230000000001	None	6.141	None	None	None	3	5	None	None	1	1	None	44.81		1	1	None	None	None	8	None	3	2	None	33	0.501698491911569											None			None	None	None	None		
