DLiP-ID	DLiP-Mol-ID	Vendor-ID	Standard Inchi(RDKit)	Standard Inchi Key(RDKit)	Canonical SMILES(RDKit)	SMILES(SDF)	MW(SDF)	MW(RDKit)	MW Monoisotopic(RDKit)	MolLogP(RDKit)	XLogP(SDF)	XLogP(CDK)	ALogP(SDF)	Num H Acceptors(SDF)	nHAcceptors(SDF)	HBA(RDKit)	HBA Lipinski(RDKit)	Num H Donors(SDF)	nHDonors(SDF)	HBD(RDKit)	HBD Lipinski(RDKit)	PSA(SDF)	PSA(RDKit)	RO3 Pass	Num RO5 Violations	Num Lipinski RO5 Violations	nBonds(SDF)	nRigidBonds(SDF)	nRotatableBonds(SDF)	nRotatableBonds(RDKit)	nRings(SDF)	nRings(RDKit)	Aromatic Rings(RDKit)	nAtoms(SDF)	Heavy Atoms(RDKit)	QED Weighted(RDKit)	Molecular Formula(SDF)	PPI Type(SDF)	PDB ID(SDF)	Receptor Chain(SDF)	Protein Name Receptor(SDF)	Peptide Chain(SDF)	Protein Name Peptide(SDF)	ELM ID(SDF)	Motif Sequence(SDF)	Physical Form Apperance(SDF)	Quantity of Sample mg(SDF)	Box Num(SDF)	Box Position(SDF)	fCsp3(SDF)	nCarbons(SDF)	nHetAtoms(SDF)	nHalide(SDF)	Year(SDF)	error
J0000A	26690		InChI=1S/C20H20F3N3O2/c21-20(22,23)15-7-4-8-17(13-15)25-19(28)24-16-9-11-26(12-10-16)18(27)14-5-2-1-3-6-14/h1-8,13,16H,9-12H2,(H2,24,25,28)	ASGWCWZMRINVOL-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)NC1CCN(C(=O)c2ccccc2)CC1		None	391.393	391.15076154	4.1317	None	3.743	None	None	None	2	5	None	None	2	2	None	61.44		0	0	None	None	None	3	None	3	2	None	28	0.826500694542042											None			None	None	None	None		
J0000B	26692		InChI=1S/C19H23N3O/c23-19(20-17-9-5-2-6-10-17)21-18-11-13-22(14-12-18)15-16-7-3-1-4-8-16/h1-10,18H,11-15H2,(H2,20,21,23)	FBRUCPZAISLOOV-UHFFFAOYSA-N	O=C(Nc1ccccc1)NC1CCN(Cc2ccccc2)CC1		None	309.413	309.184112356	3.4727	None	3.022	None	None	None	2	4	None	None	2	2	None	44.37		0	0	None	None	None	4	None	3	2	None	23	0.908028047181495											None			None	None	None	None		
J0000C	26693		InChI=1S/C20H22F3N3OS/c21-20(22,23)28-18-8-4-7-17(13-18)25-19(27)24-16-9-11-26(12-10-16)14-15-5-2-1-3-6-15/h1-8,13,16H,9-12,14H2,(H2,24,25,27)	GRNZINSIIUPZKD-UHFFFAOYSA-N	O=C(Nc1cccc(SC(F)(F)F)c1)NC1CCN(Cc2ccccc2)CC1		None	409.477	409.143567984	5.0846	None	4.766	None	None	None	3	4	None	None	2	2	None	44.37		1	1	None	None	None	5	None	3	2	None	28	0.6768117678358											None			None	None	None	None		
J0000D	26695		InChI=1S/C20H24ClN3O/c1-15-7-8-18(13-19(15)21)23-20(25)22-17-9-11-24(12-10-17)14-16-5-3-2-4-6-16/h2-8,13,17H,9-12,14H2,1H3,(H2,22,23,25)	FTUADTJDRPPKHO-UHFFFAOYSA-N	Cc1ccc(NC(=O)NC2CCN(Cc3ccccc3)CC2)cc1Cl		None	357.885	357.160790068	4.43452	None	3.87	None	None	None	2	4	None	None	2	2	None	44.37		0	0	None	None	None	4	None	3	2	None	25	0.849444668794404											None			None	None	None	None		
J0000E	26696		InChI=1S/C20H25N3O/c1-16-6-5-9-19(14-16)22-20(24)21-18-10-12-23(13-11-18)15-17-7-3-2-4-8-17/h2-9,14,18H,10-13,15H2,1H3,(H2,21,22,24)	YICZNHYXCVBUIM-UHFFFAOYSA-N	Cc1cccc(NC(=O)NC2CCN(Cc3ccccc3)CC2)c1		None	323.44	323.19976242	3.78112	None	3.459	None	None	None	2	4	None	None	2	2	None	44.37		0	0	None	None	None	4	None	3	2	None	24	0.899128779206355											None			None	None	None	None		
J0000F	26698		InChI=1S/C20H25N3O2/c1-25-19-9-5-8-18(14-19)22-20(24)21-17-10-12-23(13-11-17)15-16-6-3-2-4-7-16/h2-9,14,17H,10-13,15H2,1H3,(H2,21,22,24)	GPUAFMFVGCEDQL-UHFFFAOYSA-N	COc1cccc(NC(=O)NC2CCN(Cc3ccccc3)CC2)c1		None	339.439	339.19467704	3.4813	None	2.937	None	None	None	3	5	None	None	2	2	None	53.6		0	0	None	None	None	5	None	3	2	None	25	0.876760312114215											None			None	None	None	None		
J00010	26721		InChI=1S/C24H26F7N3O/c1-2-8-33-9-6-21(7-10-33)34(15-16-11-18(24(29,30)31)13-19(25)12-16)22(35)32-20-5-3-4-17(14-20)23(26,27)28/h3-5,11-14,21H,2,6-10,15H2,1H3,(H,32,35)	IEHVAXVEGOKCRG-UHFFFAOYSA-N	CCCN1CCC(N(Cc2cc(F)cc(C(F)(F)F)c2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	505.478	505.196409992	6.77180000000001	None	5.956	None	None	None	2	4	None	None	1	1	None	35.58		2	2	None	None	None	6	None	3	2	None	35	0.440002807457589											None			None	None	None	None		
J00011	26722		InChI=1S/C20H22F3N3O/c21-20(22,23)16-7-4-8-17(13-16)25-19(27)26(18-9-11-24-12-10-18)14-15-5-2-1-3-6-15/h1-8,13,18,24H,9-12,14H2,(H,25,27)	OPVJQZLEMWBMNH-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCNCC1		None	377.41	377.171496984	4.4915	None	3.85	None	None	None	2	4	None	None	2	2	None	44.37		0	0	None	None	None	4	None	3	2	None	27	0.824527352246266											None			None	None	None	None		
J00012	26723		InChI=1S/C23H25F6N3O/c24-22(25,26)11-14-31-12-9-20(10-13-31)32(16-17-5-2-1-3-6-17)21(33)30-19-8-4-7-18(15-19)23(27,28)29/h1-8,15,20H,9-14,16H2,(H,30,33)	GIHMLHHPMSTIFS-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CCC(F)(F)F)CC1		None	473.461	473.19018174	6.1563	None	5.872	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	3	2	None	33	0.510645512337881											None			None	None	None	None		
J00013	26724		InChI=1S/C24H30F3N3O/c1-2-3-14-29-15-12-22(13-16-29)30(18-19-8-5-4-6-9-19)23(31)28-21-11-7-10-20(17-21)24(25,26)27/h4-11,17,22H,2-3,12-16,18H2,1H3,(H,28,31)	GAXJUWTXAZDKOF-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	433.518	433.23409724	6.00400000000001	None	5.439	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	31	0.580948973332332											None			None	None	None	None		
J00014	26724		InChI=1S/C24H30F3N3O/c1-2-3-14-29-15-12-22(13-16-29)30(18-19-8-5-4-6-9-19)23(31)28-21-11-7-10-20(17-21)24(25,26)27/h4-11,17,22H,2-3,12-16,18H2,1H3,(H,28,31)	GAXJUWTXAZDKOF-UHFFFAOYSA-N	CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	433.518	433.23409724	6.00400000000001	None	5.439	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	31	0.580948973332332											None			None	None	None	None		
J00015	26726		InChI=1S/C25H32F3N3O/c1-2-3-7-15-30-16-13-23(14-17-30)31(19-20-9-5-4-6-10-20)24(32)29-22-12-8-11-21(18-22)25(26,27)28/h4-6,8-12,18,23H,2-3,7,13-17,19H2,1H3,(H,29,32)	UCIVXHAANNWIQG-UHFFFAOYSA-N	CCCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	447.545	447.249747304	6.39410000000001	None	6.008	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	8	None	3	2	None	32	0.475816979999825											None			None	None	None	None		
J00016	26727		InChI=1S/C26H34F3N3O/c1-2-3-4-8-16-31-17-14-24(15-18-31)32(20-21-10-6-5-7-11-21)25(33)30-23-13-9-12-22(19-23)26(27,28)29/h5-7,9-13,19,24H,2-4,8,14-18,20H2,1H3,(H,30,33)	PTDVTLRPIVOTLD-UHFFFAOYSA-N	CCCCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	461.572	461.265397368	6.78420000000001	None	6.577	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	9	None	3	2	None	33	0.417719693721981											None			None	None	None	None		
J00017	26728		InChI=1S/C25H32F3N3O/c1-3-8-19(2)30-15-13-23(14-16-30)31(18-20-9-5-4-6-10-20)24(32)29-22-12-7-11-21(17-22)25(26,27)28/h4-7,9-12,17,19,23H,3,8,13-16,18H2,1-2H3,(H,29,32)	KMESDCFVSCNOKG-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	447.545	447.249747304	6.39250000000001	None	5.899	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	32	0.533622673514529											None			None	None	None	None		
J00018	26728		InChI=1S/C25H32F3N3O/c1-3-8-19(2)30-15-13-23(14-16-30)31(18-20-9-5-4-6-10-20)24(32)29-22-12-7-11-21(17-22)25(26,27)28/h4-7,9-12,17,19,23H,3,8,13-16,18H2,1-2H3,(H,29,32)	KMESDCFVSCNOKG-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	447.545	447.249747304	6.39250000000001	None	5.899	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	32	0.533622673514529											None			None	None	None	None		
J00019	26730		InChI=1S/C24H28F3N3O/c25-24(26,27)20-7-4-8-21(15-20)28-23(31)30(17-18-5-2-1-3-6-18)22-11-13-29(14-12-22)16-19-9-10-19/h1-8,15,19,22H,9-14,16-17H2,(H,28,31)	DCLUCSBVATUJFW-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CC2CC2)CC1		None	431.502	431.218447176	5.61390000000001	None	4.827	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	4	2	None	31	0.644978758001303											None			None	None	None	None		
J0001A	26731		InChI=1S/C25H32F3N3O/c1-24(2,3)18-30-14-12-22(13-15-30)31(17-19-8-5-4-6-9-19)23(32)29-21-11-7-10-20(16-21)25(26,27)28/h4-11,16,22H,12-15,17-18H2,1-3H3,(H,29,32)	AAXDSELJZHLPMV-UHFFFAOYSA-N	CC(C)(C)CN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	447.545	447.249747304	6.25000000000001	None	5.562	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	5	None	3	2	None	32	0.588049332227459											None			None	None	None	None		
J0001B	26732		InChI=1S/C24H30F3N3O3S/c1-2-3-16-34(32,33)29-14-12-22(13-15-29)30(18-19-8-5-4-6-9-19)23(31)28-21-11-7-10-20(17-21)24(25,26)27/h4-11,17,22H,2-3,12-16,18H2,1H3,(H,28,31)	NJCOZXHFRXDUMD-UHFFFAOYSA-N	CCCCS(=O)(=O)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	497.583	497.19599748	5.33380000000001	None	4.968	None	None	None	3	6	None	None	1	1	None	69.72		1	1	None	None	None	8	None	3	2	None	34	0.535772342683663											None			None	None	None	None		
J0001C	26733		InChI=1S/C26H34F3N3O/c1-25(2,3)14-17-31-15-12-23(13-16-31)32(19-20-8-5-4-6-9-20)24(33)30-22-11-7-10-21(18-22)26(27,28)29/h4-11,18,23H,12-17,19H2,1-3H3,(H,30,33)	HOTCNXBIXBGORB-UHFFFAOYSA-N	CC(C)(C)CCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	461.572	461.265397368	6.64010000000001	None	6.553	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	3	2	None	33	0.52340050463026											None			None	None	None	None		
J0001D	26734		InChI=1S/C26H32F3N3O/c27-26(28,29)22-11-6-12-23(17-22)30-25(33)32(19-21-7-2-1-3-8-21)24-13-15-31(16-14-24)18-20-9-4-5-10-20/h1-3,6-8,11-12,17,20,24H,4-5,9-10,13-16,18-19H2,(H,30,33)	DEPSCOZETQUAAX-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CC2CCCC2)CC1		None	459.556	459.249747304	6.39410000000001	None	5.965	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	4	2	None	33	0.543009206958938											None			None	None	None	None		
J0001E	26735		InChI=1S/C27H34F3N3O/c28-27(29,30)23-12-7-13-24(18-23)31-26(34)33(20-22-10-5-2-6-11-22)25-14-16-32(17-15-25)19-21-8-3-1-4-9-21/h2,5-7,10-13,18,21,25H,1,3-4,8-9,14-17,19-20H2,(H,31,34)	RPNYJEAEQMBRPP-UHFFFAOYSA-N	O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(CC2CCCCC2)CC1		None	473.583	473.265397368	6.78420000000001	None	6.534	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	4	2	None	34	0.501714947884185											None			None	None	None	None		
J0001F	26736		InChI=1S/C23H24F3N3O2/c1-2-21(30)28-13-11-20(12-14-28)29(16-17-7-4-3-5-8-17)22(31)27-19-10-6-9-18(15-19)23(24,25)26/h2-10,15,20H,1,11-14,16H2,(H,27,31)	YGJDFQWSGOBKQW-UHFFFAOYSA-N	C=CC(=O)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1		None	431.458	431.182061668	4.9165	None	4.17	None	None	None	2	5	None	None	1	1	None	52.65		0	0	None	None	None	5	None	3	2	None	31	0.683820217204686											None			None	None	None	None		
J00020	26757		InChI=1S/C24H31ClN4O3/c1-3-7-18(2)27-14-12-21(13-15-27)28(17-19-8-5-4-6-9-19)24(30)26-20-10-11-22(25)23(16-20)29(31)32/h4-6,8-11,16,18,21H,3,7,12-15,17H2,1-2H3,(H,26,30)	WVFXWULPBNOGRJ-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)CC1		None	458.99	458.208468532	5.93530000000001	None	5.488	None	None	None	4	7	None	None	1	1	None	78.72		1	1	None	None	None	8	None	3	2	None	32	0.392107078775077											None			None	None	None	None		
J00021	26758		InChI=1S/C25H32F3N3O2/c1-3-8-19(2)30-15-13-22(14-16-30)31(18-20-9-5-4-6-10-20)24(32)29-21-11-7-12-23(17-21)33-25(26,27)28/h4-7,9-12,17,19,22H,3,8,13-16,18H2,1-2H3,(H,29,32)	NVFORIJOWJAEOV-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(OC(F)(F)F)c2)CC1		None	463.544	463.244661924	6.27230000000001	None	6.141	None	None	None	3	5	None	None	1	1	None	44.81		1	1	None	None	None	8	None	3	2	None	33	0.501698491911569											None			None	None	None	None		
J00022	26759		InChI=1S/C31H35F3N4O2/c1-2-29(39)36-28-9-4-3-6-23(28)20-38(30(40)35-26-8-5-7-25(18-26)31(32,33)34)27-12-14-37(15-13-27)19-24-17-21-10-11-22(24)16-21/h2-11,18,21-22,24,27H,1,12-17,19-20H2,(H,35,40)(H,36,39)	UIZZTQBTOVCXDL-UHFFFAOYSA-N	C=CC(=O)Nc1ccccc1CN(C(=O)Nc1cccc(C(F)(F)F)c1)C1CCN(CC2CC3C=CC2C3)CC1		None	552.641	552.27121102	6.54060000000001	None	5.663	None	None	None	3	6	None	None	2	2	None	64.68		2	2	None	None	None	8	None	5	2	None	40	0.288781063126053											None			None	None	None	None		
J00023	26760		InChI=1S/C24H32ClN3O/c1-3-7-19(2)27-16-14-23(15-17-27)28(18-20-8-5-4-6-9-20)24(29)26-22-12-10-21(25)11-13-22/h4-6,8-13,19,23H,3,7,14-18H2,1-2H3,(H,26,29)	CDBZANQVCKRWKL-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)cc2)CC1		None	413.993	413.223390324	6.02710000000001	None	5.596	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	29	0.601226648314921											None			None	None	None	None		
J00024	26761		InChI=1S/C31H39N3O/c1-3-11-25(2)33-20-18-30(19-21-33)34(24-27-14-8-5-9-15-27)31(35)32-29-17-10-16-28(23-29)22-26-12-6-4-7-13-26/h4-10,12-17,23,25,30H,3,11,18-22,24H2,1-2H3,(H,32,35)	CBMKVUQRZQHMQI-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(Cc3ccccc3)c2)CC1		None	469.673	469.309312868	6.96450000000001	None	6.94	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	9	None	4	3	None	35	0.367434044861218											None			None	None	None	None		
J00025	26762		InChI=1S/C26H31F4N3O/c1-18(20-8-5-9-20)32-12-10-24(11-13-32)33(17-19-6-3-2-4-7-19)25(34)31-23-15-21(26(28,29)30)14-22(27)16-23/h2-4,6-7,14-16,18,20,24H,5,8-13,17H2,1H3,(H,31,34)	ZNEPJILKWJTNEQ-UHFFFAOYSA-N	CC(C1CCC1)N1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1		None	477.546	477.240325492	6.53160000000001	None	6.017	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	6	None	4	2	None	34	0.480262825364577											None			None	None	None	None		
J00026	26763		InChI=1S/C24H31Cl2N3O/c1-3-7-18(2)28-14-12-21(13-15-28)29(17-19-8-5-4-6-9-19)24(30)27-20-10-11-22(25)23(26)16-20/h4-6,8-11,16,18,21H,3,7,12-15,17H2,1-2H3,(H,27,30)	ARKSUPVRXMKPFK-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)c(Cl)c2)CC1		None	448.438	447.184417972	6.68050000000001	None	6.218	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	30	0.512878133218104											None			None	None	None	None		
J00027	26764		InChI=1S/C24H32F5N3OS/c1-3-8-19(2)31-15-13-22(14-16-31)32(18-20-9-5-4-6-10-20)24(33)30-21-11-7-12-23(17-21)34(25,26,27,28)29/h4-7,9-12,17,19,22H,3,8,13-16,18H2,1-2H3,(H,30,33)	XBXDKHLBZCDASU-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(S(F)(F)(F)(F)F)c2)CC1		None	505.597	505.218624744	8.03110000000001	None	6.808	None	None	None	2	4	None	None	1	1	None	35.58		2	2	None	None	None	8	None	3	2	None	34	0.368728992656522											None			None	None	None	None		
J00028	26765		InChI=1S/C30H36ClN3O2/c1-3-7-23(2)33-20-18-27(19-21-33)34(22-24-8-5-4-6-9-24)30(35)32-26-12-16-29(17-13-26)36-28-14-10-25(31)11-15-28/h4-6,8-17,23,27H,3,7,18-22H2,1-2H3,(H,32,35)	JNJHJDFOCNLZAB-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)CC1		None	506.09	505.249605072	7.81940000000001	None	7.077	None	None	None	3	5	None	None	1	1	None	44.81		2	2	None	None	None	9	None	4	3	None	36	0.322122343268666											None			None	None	None	None		
J00029	26766		InChI=1S/C26H37N3O/c1-5-9-22(4)28-16-14-25(15-17-28)29(19-23-10-7-6-8-11-23)26(30)27-24-13-12-20(2)21(3)18-24/h6-8,10-13,18,22,25H,5,9,14-17,19H2,1-4H3,(H,27,30)	BZLXKLFKMRNCAS-UHFFFAOYSA-N	CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(C)c(C)c2)CC1		None	407.602	407.293662804	5.99054000000001	None	5.848	None	None	None	2	4	None	None	1	1	None	35.58		1	1	None	None	None	7	None	3	2	None	30	0.611699803272085											None			None	None	None	None		
