2P2IDB_ID;Family;UniProt;Class;Target;Partner;SuperFamily;SuperFamily_ID;Target_ID;Source;ExpData;PDBProtProt;InstanceID;PDBProtLig;Ligand;ChainID;ResidueNumber;Atoms;HeavyAtoms;MissingHeavyAtoms;MolecularWeight;ObservedFormula;Formula;Type;Covalent;Deposition_Date;Modified_Date;2P2IDB_Date;Name;SystematicName;InChI;InChIKey;SMILES;SDF
20401-0002;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;Human immunodeficiency virus 1;X-RAY DIFFRACTION;2B4J;1HYZ_TTO;1HYZ;TTO;A;304;47;27;20;415.336;C24 As O2 1;C24 H20 As O2 1;non-polymer;na;2001-01-22;2021-10-27;2022-05-01;AYGYLFIDAXGERM-UHFFFAOYSA-O;[As+](c1ccccc1)(c1ccccc1)(c1ccccc1)c1cc(c(cc1)O)O;1HYZ_TTO_A_304
20401-0003;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;Human immunodeficiency virus 1;X-RAY DIFFRACTION;2B4J;3LPT_723;3LPT;723;A;1;32;20;0;313.735;C17 Cl N O3;C17 H12 Cl N O3;non-polymer;na;2010-02-05;2021-11-10;2022-05-01;SHDUUQWYFNJIAG-UHFFFAOYSA-N;[nH]1c2c(c(c(CC(=O)O)c1=O)c1ccccc1)cc(Cl)cc2;3LPT_723_A_1
20401-0004;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;Human immunodeficiency virus 1;X-RAY DIFFRACTION;2B4J;3LPU_976;3LPU;976;A;1;43;23;0;353.842;C21 Cl N O2;C21 H20 Cl N O2;non-polymer;na;2010-02-06;2021-11-10;2022-05-01;XRPUJSGGRFQZPJ-INIZCTEOSA-N;n1c2ccc(Cl)cc2c(c(c1C)[C@@H](C(=O)O)CCC)c1ccccc1;3LPU_976_A_1
20401-0005;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;Human immunodeficiency virus 1;X-RAY DIFFRACTION;2B4J;3NF6_IMV;3NF6;IMV;A;215;35;22;0;311.289;C17 N O5;C17 H13 N O5;non-polymer;na;2010-06-09;2012-05-02;2022-05-01;WSADZPAZSYSTNO-UHFFFAOYSA-N;OC(=O)c1c(CN2C(=O)Cc3ccccc23)ccc2OCOc12;3NF6_IMV_A_215
20401-0006;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;Human immunodeficiency virus 1;X-RAY DIFFRACTION;2B4J;3NF8_CDQ;3NF8;CDQ;A;225;37;23;0;359.760;C18 Cl N O5;C18 H14 Cl N O5;non-polymer;na;2010-06-09;2012-05-02;2022-05-01;KBLBOZBAVQRJSU-UHFFFAOYSA-N;c1(ccc2c(c1)CC(=O)N2Cc1ccc2c(c1C(=O)O)OCCO2)Cl;3NF8_CDQ_A_225
20401-0007;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;Human immunodeficiency virus 1;X-RAY DIFFRACTION;2B4J;3NFA_CBJ;3NFA;CBJ;A;213;36;24;0;418.195;C18 Br N O6;C18 H12 Br N O6;non-polymer;na;2010-06-10;2012-05-02;2022-05-01;ALXMSKACQCRMOE-UHFFFAOYSA-N;O=C1C(=O)c2cc(Br)ccc2N1Cc1ccc2OCCOc2c1C(=O)O;3NFA_CBJ_A_213
20401-0008;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZCM_PX3;3ZCM;PX3;A;1214;64;36;0;488.532;C28 N2 O6;C28 H28 N2 O6;non-polymer;na;2012-11-21;2012-12-05;2022-05-01;WRLIFDLBMCTVHJ-UHFFFAOYSA-N;c1ccc(c(c1)C(=O)NCc1ccc(cc1)OC)CN(Cc1ccc2c(c1C(=O)O)OCO2)CC=C;3ZCM_PX3_A_1214
20401-0009;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSO_O2N;3ZSO;O2N;A;1219;78;44;0;594.654;C35 N2 O7;C35 H34 N2 O7;non-polymer;na;2011-06-30;2019-02-06;2022-05-01;BHZUDEPAXPIUNZ-UHFFFAOYSA-N;c1ccc(c(c1)C(=O)NC(c1ccc(cc1)OC)c1ccc(cc1)OC)CN(Cc1ccc2c(c1C(=O)O)OCO2)CC=C;3ZSO_O2N_A_1219
20401-0010;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSQ_O4N;3ZSQ;O4N;A;1215;73;39;0;530.611;C31 N2 O6;C31 H34 N2 O6;non-polymer;na;2011-06-30;2012-08-01;2022-05-01;BMRIMVDVHSTXPF-SANMLTNESA-N;c1ccc(c(c1)C(=O)N[C@H](c1ccc(cc1)OC)CCC)CN(Cc1ccc2c(c1C(=O)O)OCO2)CC=C;3ZSQ_O4N_A_1215
20401-0011;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSR_O3N;3ZSR;O3N;A;1215;78;40;0;550.643;C31 N2 O7;C31 H38 N2 O7;non-polymer;na;2011-06-30;2012-08-01;2022-05-01;NZBPOEFEMNTREQ-DEOSSOPVSA-N;c1ccc(c(c1)C(=O)NCC1CCCCC1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;3ZSR_O3N_A_1215
20401-0012;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSV_ZSV;3ZSV;ZSV;A;1215;78;43;0;575.629;C32 N2 O8 1;C32 H35 N2 O8 1;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;ZRNNRYOIYQTQFF-VWLOTQADSA-O;c1ccc(c(c1)C(=O)NCc1ccc(cc1)OC)C[N@H+](Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;3ZSV_ZSV_A_1215
20401-0013;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSW_ZSW;3ZSW;ZSW;A;308;73;38;0;511.587;C28 N2 O7 1;C28 H35 N2 O7 1;non-polymer;na;2011-07-01;2017-12-06;2022-05-01;AGZZKFCNWHLQQG-NQIIRXRSSA-O;c1ccc(c(c1)C(=O)N[C@@H](CC)C)C[N@H+](Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;3ZSW_ZSW_A_308
20401-0014;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSX_N44;3ZSX;N44;A;1215;58;33;0;457.498;C27 N2 O5 -1;C27 H25 N2 O5 -1;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;GNIJPYFYNUUVOY-UHFFFAOYSA-M;c1ccc(cc1)CNC(=O)c1ccccc1CN(Cc1ccc2c(c1C(=O)[O-])OCO2)CC=C;3ZSX_N44_A_1215
20401-0015;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSY_OM3;3ZSY;OM3;A;1214;64;33;0;439.524;C25 N2 O5 1;C25 H31 N2 O5 1;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;STKSSLWZOAVRQS-UHFFFAOYSA-O;c1ccc(c(c1)C(=O)NCC1CCCCC1)C[N@@H+](C)Cc1ccc2c(c1C(=O)O)OCO2;3ZSY_OM3_A_1214
20401-0016;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZSZ_OM2;3ZSZ;OM2;A;1215;57;30;0;399.460;C22 N2 O5 1;C22 H27 N2 O5 1;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;LEXXIHURLIJXII-AWEZNQCLSA-O;c1ccc(c(c1)C(=O)N[C@@H](C)CC)C[N@@H+](C)Cc1ccc2c(c1C(=O)O)OCO2;3ZSZ_OM2_A_1215
20401-0017;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZT0_ZT0;3ZT0;ZT0;A;1213;62;35;0;463.502;C26 N2 O6 1;C26 H27 N2 O6 1;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;YWMUPSLVZDTDIZ-UHFFFAOYSA-O;c1ccc(c(c1)C(=O)NCc1ccc(cc1)OC)C[N@@H+](C)Cc1ccc2c(c1C(=O)O)OCO2;3ZT0_ZT0_A_1213
20401-0018;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZT1_OM1;3ZT1;OM1;A;1215;59;34;0;449.476;C25 N2 O6 1;C25 H25 N2 O6 1;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;KFDRXOMFDTWNBI-UHFFFAOYSA-O;c1ccc(c(c1)C(=O)NCc1ccc(cc1)OC)C[NH2+]Cc1ccc2c(c1C(=O)O)OCO2;3ZT1_OM1_A_1215
20401-0019;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZT2_ZT2;3ZT2;ZT2;A;1216;35;23;0;308.285;C18 O5;C18 H12 O5;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;WRNAEMYUELGDPO-NTUHNPAUSA-N;c1ccc2c(c1)/C(=C\c1ccc3c(c1C(=O)O)OCO3)/C(=O)C2;3ZT2_ZT2_A_1216
20401-0020;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZT3_ZT4;3ZT3;ZT4;A;1216;37;23;0;310.301;C18 O5;C18 H14 O5;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;SLQGUUWKGRSNCG-GUNGLEHYSA-N;c1ccc2c(c1)/C(=C\c1ccc3c(c1C(=O)O)OCO3)/[C@H](C2)O;3ZT3_ZT4_A_1216
20401-0021;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;3ZT4_ZT2;3ZT4;ZT2;A;1216;35;23;0;308.285;C18 O5;C18 H12 O5;non-polymer;na;2011-07-01;2012-08-01;2022-05-01;WRNAEMYUELGDPO-NTUHNPAUSA-N;c1ccc2c(c1)/C(=C\c1ccc3c(c1C(=O)O)OCO3)/C(=O)C2;3ZT4_ZT2_A_1216
20401-0022;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;4AH9_0MB;4AH9;0MB;A;218;33;17;0;260.358;C13 N4 S;C13 H16 N4 S;non-polymer;na;2012-02-06;2013-01-30;2022-05-01;IENGAZSTLAONAR-UHFFFAOYSA-N;n1sc(nc1c1ccccc1)N1CCNCCC1;4AH9_0MB_A_218
20401-0023;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;4AHR_I2E;4AHR;I2E;A;1218;24;14;0;194.184;C10 O4;C10 H10 O4;non-polymer;na;2012-02-07;2019-05-15;2022-05-01;UIYJGLLTSVRSBM-UHFFFAOYSA-N;c12ccc(cc1OCO2)CCC(=O)O;4AHR_I2E_A_1218
20401-0024;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;4AHS_AKH;4AHS;AKH;A;1216;18;12;0;162.142;C9 O3;C9 H6 O3;non-polymer;na;2012-02-07;2019-05-15;2022-05-01;QMHILIQFOBNARN-UHFFFAOYSA-N;c1c2ccoc2c(cc1)C(=O)O;4AHS_AKH_A_1216
20401-0025;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;4AHT_Q6T;4AHT;Q6T;A;1216;18;12;0;166.131;C8 O4;C8 H6 O4;non-polymer;na;2012-02-07;2019-05-15;2022-05-01;DBUAYOWCIUQXQW-UHFFFAOYSA-N;OC(=O)c1c2c(OCO2)ccc1;4AHT_Q6T_A_1216
20401-0026;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;4AHU_ICO;4AHU;ICO;A;1217;18;11;0;161.157;C9 N O2;C9 H7 N O2;non-polymer;na;2012-02-07;2019-05-15;2022-05-01;KMAKOBLIOCQGJP-UHFFFAOYSA-N;c12ccccc1[nH]cc2C(=O)O;4AHU_ICO_A_1217
20401-0027;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS;X-RAY DIFFRACTION;2B4J;4AHV_Z5P;4AHV;Z5P;A;1219;24;13;0;173.214;C10 N3;C10 H11 N3;non-polymer;na;2012-02-07;2019-05-15;2022-05-01;SJMJUZRSTJBVPG-UHFFFAOYSA-N;NCc1ccccc1n1cccn1;4AHV_Z5P_A_1219
20401-0028;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CE9_O3N;4CE9;O3N;A;1214;78;40;0;550.643;C31 N2 O7;C31 H38 N2 O7;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;NZBPOEFEMNTREQ-DEOSSOPVSA-N;c1ccc(c(c1)C(=O)NCC1CCCCC1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;4CE9_O3N_A_1214
20401-0029;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEA_ZSW;4CEA;ZSW;A;1217;73;38;0;511.587;C28 N2 O7 1;C28 H35 N2 O7 1;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;AGZZKFCNWHLQQG-NQIIRXRSSA-O;c1ccc(c(c1)C(=O)N[C@@H](CC)C)C[N@H+](Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;4CEA_ZSW_A_1217
20401-0030;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEB_ZSV;4CEB;ZSV;B;1215;78;43;0;575.629;C32 N2 O8 1;C32 H35 N2 O8 1;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;ZRNNRYOIYQTQFF-VWLOTQADSA-O;c1ccc(c(c1)C(=O)NCc1ccc(cc1)OC)C[N@H+](Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;4CEB_ZSV_B_1215
20401-0031;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEC_2SS;4CEC;2SS;A;1216;72;38;0;522.589;C29 N2 O7;C29 H34 N2 O7;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;RSUHSHHLBHNUAK-QFIPXVFZSA-N;c1ccc(c(c1)C(=O)NCC1CCC1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;4CEC_2SS_A_1216
20401-0032;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CED_9NS;4CED;9NS;B;1215;69;39;0;534.557;C29 N2 O8;C29 H30 N2 O8;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;ZHJGBUQEXSUEEP-QFIPXVFZSA-N;c1ccc(c(c1)C(=O)NCc1ccco1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;4CED_9NS_B_1215
20401-0033;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEE_B0T;4CEE;B0T;A;1215;67;35;0;484.541;C26 N2 O7;C26 H32 N2 O7;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;AAXSGFNZEOGOMF-LPHOPBHVSA-N;c1ccc(c(c1)C(=O)N[C@H](CC)C)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)C;4CEE_B0T_A_1215
20401-0034;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEF_D0T;4CEF;D0T;A;1215;68;38;0;518.558;C29 N2 O7;C29 H30 N2 O7;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;RDFKANMJCXGBBA-QFIPXVFZSA-N;c1ccc(c(c1)C(=O)NCc1ccccc1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)C;4CEF_D0T_A_1215
20401-0035;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEO_G0T;4CEO;G0T;A;1215;72;40;0;548.584;C30 N2 O8;C30 H32 N2 O8;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;HEOWDABLEHTSBE-QHCPKHFHSA-N;c1ccc(c(c1)C(=O)NCc1ccc(cc1)OC)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)C;4CEO_G0T_A_1215
20401-0036;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEQ_QCH;4CEQ;QCH;A;1215;74;38;0;524.605;C29 N2 O7;C29 H36 N2 O7;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;ALUOBRJTVMRLRL-QFIPXVFZSA-N;c1ccc(c(c1)C(=O)NCC1CCCCC1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)C;4CEQ_QCH_A_1215
20401-0037;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CER_VL4;4CER;VL4;A;1215;68;36;0;496.552;C27 N2 O7;C27 H32 N2 O7;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;LOEPUEZHCDNOEG-FQEVSTJZSA-N;c1ccc(c(c1)C(=O)NCC1CCC1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)C;4CER_VL4_A_1215
20401-0038;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CES_NFW;4CES;NFW;A;1215;65;37;0;508.520;C27 N2 O8;C27 H28 N2 O8;non-polymer;na;2013-11-11;2014-06-25;2022-05-01;AXAHDWKRRRPCME-FQEVSTJZSA-N;c1ccc(c(c1)C(=O)NCc1ccco1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)C;4CES_NFW_A_1215
20401-0039;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CEZ_O3N;4CEZ;O3N;A;1215;78;40;0;550.643;C31 N2 O7;C31 H38 N2 O7;non-polymer;na;2013-11-13;2014-06-25;2022-05-01;NZBPOEFEMNTREQ-DEOSSOPVSA-N;c1ccc(c(c1)C(=O)NCC1CCCCC1)CN(Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)CC=C;4CEZ_O3N_A_1215
20401-0040;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CF0_O5U;4CF0;O5U;A;1213;71;37;0;510.579;C28 N2 O7;C28 H34 N2 O7;non-polymer;na;2013-11-13;2014-06-25;2022-05-01;JSZOFYHIMWWVMH-FCEUIQTBSA-N;c1ccc2c(c1)C[C@@H]([C@@H]2Cc1ccc2c(c1C(=O)O)OC[C@@H](CCC(=O)O)O2)NC(=O)CCCCCN;4CF0_O5U_A_1213
20401-0041;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CF1_IY7;4CF1;IY7;A;1215;68;36;0;496.552;C27 N2 O7;C27 H32 N2 O7;non-polymer;na;2013-11-13;2014-06-25;2022-05-01;XXPDTTOFZJRAQQ-TYPHKJRUSA-N;c1ccc2c(c1)C[C@@H]([C@@H]2Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)NC(=O)CCCCN;4CF1_IY7_A_1215
20401-0042;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CF2_3GM;4CF2;3GM;A;1213;65;35;0;482.526;C26 N2 O7;C26 H30 N2 O7;non-polymer;na;2013-11-13;2014-06-25;2022-05-01;UEGSVADLZPXOAG-SXLOBPIMSA-N;c1ccc2c(c1)C[C@@H]([C@@H]2Cc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2)NC(=O)CCCN;4CF2_3GM_A_1213
20401-0043;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CF8_V7H;4CF8;V7H;A;1217;65;37;0;504.531;C28 N2 O7;C28 H28 N2 O7;non-polymer;na;2013-11-14;2014-06-25;2022-05-01;XIYPVINZCFCPIP-NRFANRHFSA-N;c1ccc(cc1)CNC(=O)c1ccccc1CNCc1ccc2c(c1C(=O)O)OC[C@H](CCC(=O)O)O2;4CF8_V7H_A_1217
20401-0044;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CF9_5EY;4CF9;5EY;A;1214;49;29;0;396.390;C22 O7;C22 H20 O7;non-polymer;na;2013-11-14;2014-06-25;2022-05-01;XIXYPFWIBKASTA-CKJSUDJYSA-N;c1ccc2c(c1)/C(=C\c1ccc3c(c1C(=O)O)O[C@@H](CO3)CCC(=O)O)/[C@@H](C2)O;4CF9_5EY_A_1214
20401-0045;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CF9_EE2;4CF9;EE2;A;1215;49;29;0;396.390;C22 O7;C22 H20 O7;non-polymer;na;2013-11-14;2014-06-25;2022-05-01;MFTKMGJMWGIHJP-HJKFZPBFSA-N;c1ccc2c(c1)/C(=C\c1ccc3c(c1C(=O)O)OC[C@@H](CCC(=O)O)O3)/[C@H](C2)O;4CF9_EE2_A_1215
20401-0046;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CFA_WOP;4CFA;WOP;A;1214;60;35;0;475.493;C26 N3 O6;C26 H25 N3 O6;non-polymer;na;2013-11-14;2014-06-25;2022-05-01;HIXYFFRMRKDFAZ-QFIPXVFZSA-N;c1ccc(cc1)CNC(=O)[C@H](c1ccccc1)NC(=O)N(C)Cc1ccc2c(c1C(=O)O)OCO2;4CFA_WOP_A_1214
20401-0047;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CFB_OM3;4CFB;OM3;A;1217;64;33;0;439.524;C25 N2 O5 1;C25 H31 N2 O5 1;non-polymer;na;2013-11-14;2014-06-25;2022-05-01;STKSSLWZOAVRQS-UHFFFAOYSA-O;c1ccc(c(c1)C(=O)NCC1CCCCC1)C[N@@H+](C)Cc1ccc2c(c1C(=O)O)OCO2;4CFB_OM3_A_1217
20401-0048;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CFC_7NV;4CFC;7NV;A;1216;59;32;0;441.477;C23 N3 O6;C23 H27 N3 O6;non-polymer;na;2013-11-14;2014-06-25;2022-05-01;LNHFUNPGWROCBL-IBGZPJMESA-N;c1ccc([C@@H](C(=O)NCCCC)NC(=O)N(C)Cc2ccc3c(c2C(=O)O)OCO3)cc1;4CFC_7NV_A_1216
20401-0049;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CFD_S8Y;4CFD;S8Y;A;1217;59;32;0;441.477;C23 N3 O6;C23 H27 N3 O6;non-polymer;na;2013-11-14;2014-06-25;2022-05-01;MTAQSNRDDITUHH-GOSISDBHSA-N;c1ccc(cc1)[C@H](C(=O)NC(C)(C)C)NC(=O)N(C)Cc1ccc2c(c1C(=O)O)OCO2;4CFD_S8Y_A_1217
20401-0050;INTEGRASE/LEDGF;P12497;2;INTEGRASE;LEDGF;INTEGRASE;204;20401;HUMAN IMMUNODEFICIENCY VIRUS 1;X-RAY DIFFRACTION;2B4J;4CGD_8P3;4CGD;8P3;A;1216;32;19;0;267.279;C16 N O3;C16 H13 N O3;non-polymer;na;2013-11-22;2014-06-25;2022-05-01;UJOFLRHFFVIBEB-UHFFFAOYSA-N;c1ccc2c(c1)CC(=O)N2Cc1c(cccc1)C(=O)O;4CGD_8P3_A_1216
